233.72000000067055,spark,4000000,1000,0.1
228.49000000022352,spark,4000000,1000,0.1
218.1399999987334,spark,4000000,1000,0.1
3478.070000000298,lanczos,4000000,1000,0.1
298.96000000089407,stoch,4000000,1000,0.1
298.929999999702,stoch,4000000,1000,0.1
288.52999999932945,stoch,4000000,1000,0.1
248.15000000037253,spark,4000000,1000,0.4
236.19999999925494,spark,4000000,1000,0.4
232.089999999851,spark,4000000,1000,0.4
3542.9700000006706,lanczos,4000000,1000,0.4
324.15000000037253,stoch,4000000,1000,0.4
308.3300000000745,stoch,4000000,1000,0.4
318.4799999985844,stoch,4000000,1000,0.4
