243.43999999947846,spark,2000000,1000,0.2
236.00999999977648,spark,2000000,1000,0.2
236.64000000059605,spark,2000000,1000,0.2
3425.239999998361,lanczos,2000000,1000,0.2
273.7900000009686,stoch,2000000,1000,0.2
258.89000000059605,stoch,2000000,1000,0.2
258.3999999985099,stoch,2000000,1000,0.2
230.839999999851,spark,4000000,1000,0.2
233.75999999977648,spark,4000000,1000,0.2
220.5800000000745,spark,4000000,1000,0.2
3489.609999999404,lanczos,4000000,1000,0.2
308.6200000010431,stoch,4000000,1000,0.2
318.7999999988824,stoch,4000000,1000,0.2
318.48000000044703,stoch,4000000,1000,0.2
332.3899999987334,spark,16000000,1000,0.2
327.0800000000745,spark,16000000,1000,0.2
319.88000000081956,spark,16000000,1000,0.2
3764.7400000002235,lanczos,16000000,1000,0.2
514.25,stoch,16000000,1000,0.2
524.230000000447,stoch,16000000,1000,0.2
529.3300000000745,stoch,16000000,1000,0.2
