158.73999999836087,spark,4000000,1000,0.01
156.55000000074506,spark,4000000,1000,0.01
156.5,spark,4000000,1000,0.01
3421.8800000008196,lanczos,4000000,1000,0.01
294.0,stoch,4000000,1000,0.01
293.7099999990314,stoch,4000000,1000,0.01
288.43999999947846,stoch,4000000,1000,0.01
260.5,spark,4000000,1000,0.6
274.25,spark,4000000,1000,0.6
252.36999999918044,spark,4000000,1000,0.6
3591.089999999851,lanczos,4000000,1000,0.6
328.73000000044703,stoch,4000000,1000,0.6
329.3700000010431,stoch,4000000,1000,0.6
328.76999999955297,stoch,4000000,1000,0.6
250.24000000022352,spark,4000000,1000,0.8
247.68999999947846,spark,4000000,1000,0.8
243.74000000022352,spark,4000000,1000,0.8
3694.300000000745,lanczos,4000000,1000,0.8
329.7999999988824,stoch,4000000,1000,0.8
329.160000000149,stoch,4000000,1000,0.8
343.98000000044703,stoch,4000000,1000,0.8
