48.369999999180436,spark,4000000,99,0.2
48.6100000012666,spark,4000000,99,0.2
46.69999999925494,spark,4000000,99,0.2
3391.7799999993294,lanczos,4000000,99,0.2
298.570000000298,stoch,4000000,99,0.2
303.65000000037253,stoch,4000000,99,0.2
303.63000000081956,stoch,4000000,99,0.2
302.320000000298,spark,4000000,2000,0.2
264.86999999918044,spark,4000000,2000,0.2
261.0800000000745,spark,4000000,2000,0.2
3536.609999999404,lanczos,4000000,2000,0.2
328.9500000011176,stoch,4000000,2000,0.2
323.0099999997765,stoch,4000000,2000,0.2
318.65000000037253,stoch,4000000,2000,0.2
504.31000000052154,spark,4000000,4000,0.2
516.980000000447,spark,4000000,4000,0.2
494.429999999702,spark,4000000,4000,0.2
3659.6699999999255,lanczos,4000000,4000,0.2
343.48000000044703,stoch,4000000,4000,0.2
338.5099999997765,stoch,4000000,4000,0.2
348.4199999999255,stoch,4000000,4000,0.2
