"0:14.50
",spark,200,100,0.5,2
"8:34.51
",lanczos,200,100,0.5
"0:04.47
",stoch,200,100,0.5
"0:14.04
",spark,200,100,0.1,2
"8:36.90
",lanczos,200,100,0.1
"0:04.42
",stoch,200,100,0.1
"0:14.92
",spark,200,100,0.01,2
"8:34.99
",lanczos,200,100,0.01
"0:04.42
",stoch,200,100,0.01
"0:11.88
",spark,200,100,0.001,2
"8:41.71
",lanczos,200,100,0.001
"0:04.48
",stoch,200,100,0.001
"0:15.93
",spark,400,100,0.5,2
